Chemical_Shift,Count
205.0,130
205.1,175
205.2,137
205.3,126
205.4,184
205.5,170
205.6,169
205.7,140
205.8,172
205.9,156
206.0,137
206.1,197
206.2,178
206.3,171
206.4,174
206.5,139
206.6,141
206.7,185
206.8,200
206.9,169
207.0,168
207.1,155
207.2,140
207.3,194
207.4,169
207.5,116
207.6,123
207.7,126
207.8,190
207.9,148
208.0,143
208.1,270
208.2,169
208.3,135
208.4,188
208.5,118
208.6,117
208.7,165
208.8,116
208.9,218
209.0,170
209.1,181
209.2,107
209.3,96
209.4,84
209.5,93
209.6,96
209.7,88
209.8,82
209.9,191
210.0,144
210.1,116
210.2,94
210.3,145
210.4,96
210.5,117
210.6,180
210.7,104
210.8,118
210.9,88
211.0,127
211.1,102
211.2,62
211.3,119
211.4,123
211.5,60
211.6,55
211.7,46
211.8,90
211.9,63
212.0,68
212.1,104
212.2,69
212.3,53
212.4,76
212.5,60
212.6,48
212.7,44
212.8,62
212.9,47
213.0,72
213.1,28
213.2,41
213.3,57
213.4,24
213.5,38
213.6,39
213.7,28
213.8,28
213.9,30
214.0,21
214.1,26
214.2,25
214.3,26
214.4,23
214.5,22
214.6,33
214.7,38
214.8,32
214.9,29
215.0,17
215.1,29
215.2,27
215.3,27
215.4,45
215.5,34
215.6,22
215.7,18
215.8,23
215.9,17
216.0,28
216.1,17
216.2,30
216.3,19
216.4,22
216.5,17
216.6,18
216.7,15
216.8,15
216.9,32
217.0,30
217.1,12
217.2,9
217.3,10
217.4,16
217.5,18
217.6,15
217.7,14
217.8,11
217.9,6
218.0,9
218.1,10
218.2,9
218.3,16
218.4,8
218.5,11
218.6,12
218.7,16
218.8,17
218.9,8
219.0,9
219.1,7
219.2,9
219.3,9
219.4,21
219.5,9
219.6,18
219.7,17
219.8,9
219.9,6
220.0,16
220.1,5
220.2,6
220.3,12
220.4,7
220.5,9
220.6,7
220.7,3
220.8,11
220.9,5
221.0,3
221.1,6
221.2,3
221.3,6
221.4,5
221.5,2
221.6,6
221.7,1
221.8,3
221.9,3
222.0,12
222.1,13
222.2,2
222.4,1
222.5,4
222.6,5
222.7,1
222.9,3
223.0,2
223.1,4
223.2,4
223.3,2
223.4,1
223.5,2
223.6,1
223.9,1
224.1,1
224.2,2
224.3,2
224.5,1
224.7,1
224.8,2
225.0,2
225.1,1
225.2,2
225.4,1
225.6,1
225.9,1
226.0,1
226.2,1
226.4,2
226.5,13
226.7,4
226.8,1
227.0,2
227.3,1
227.4,3
227.5,1
228.3,1
228.4,2
228.5,2
228.6,1
228.7,3
228.8,1
228.9,2
229.0,3
229.1,2
229.4,1
229.8,1
229.9,2
